asset.name,asset.operating_systems,compliance.audit_description,compliance.audit_file,compliance.audit_name,compliance.audit_see_also,compliance.audit_solution,compliance.info,compliance.references,compliance_result,definition.id,definition.output,definition.synopsis,first_seen,id,last_fixed,last_observed,original_compliance_result
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1202, python runtime instalado",,Instalar python3/python3-venv/pipx e configurar require-virtualenv.,Python 3 deve existir; pip global deve ser bloqueado.,,PASSED,21157,"The command 'sh -c 'command -v python3 >/dev/null 2>&1 && dpkg -s python3-venv pipx >/dev/null 2>&1 && grep -Eiq ""^[[:space:]]*require-virtualenv[[:space:]]*=[[:space:]]*true"" /etc/pip.conf /etc/xdg/pip/pip.conf 2>/dev/null && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,c68205c8-6b71-54b6-9d7b-468b4c6ce2b1,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1103, avahi-daemon desabilitado",,Desabilitar avahi-daemon.,Descoberta mDNS deve estar desabilitada.,,PASSED,21157,"The command 'sh -c 'systemctl is-enabled avahi-daemon 2>/dev/null | grep -Eq ""^(enabled|static)$"" && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,c84366fb-644e-5438-9a1d-e46935f945e3,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1101, Bluetooth desabilitado",,Desabilitar e mascarar bluetooth se presente.,Bluetooth deve estar desabilitado.,,PASSED,21157,"The command 'sh -c 'systemctl is-enabled bluetooth 2>/dev/null | grep -Eq ""^(enabled|static)$"" && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,ca8baef4-1bbe-5168-a4e0-bafacb1e0ccc,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"106, UID 0 exclusivo ao root",,Remover qualquer conta extra com UID 0.,Apenas root pode possuir UID 0.,,PASSED,21157,"The command 'awk -F: '$3==0{print $1}' /etc/passwd' returned : 

root",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,cac3cdd8-ba47-54c2-9978-e64216efdba6,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"503, /dev/shm com noexec,nodev,nosuid",,"Configurar tmpfs /dev/shm com noexec,nodev,nosuid.","/dev/shm deve restringir execucao, devices e suid.",,FAILED,21157,"The command 'sh -c 'findmnt -n /dev/shm -o OPTIONS 2>/dev/null | grep -Eq ""(^|,)noexec(,|$)"" && findmnt -n /dev/shm -o OPTIONS 2>/dev/null | grep -Eq ""(^|,)nodev(,|$)"" && findmnt -n /dev/shm -o OPTIONS 2>/dev/null | grep -Eq ""(^|,)nosuid(,|$)"" && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,cb0a9692-5c1c-5b78-8f3f-56304a40eaf4,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"104, Root sem login SSH",,Configurar PermitRootLogin no em sshd_config ou drop-in.,Root nao deve autenticar por SSH.,,FAILED,21157,"The command 'sh -c 'sshd -T 2>/dev/null | grep -Eiq ""^permitrootlogin[[:space:]]+no$"" && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,d188f380-d256-56c9-8b52-c6c1f702b490,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1204, Docker instalado com restricoes",,"Instalar Docker/rootless deps, desabilitar docker rootful e manter grupo docker vazio.",Docker deve ser rootless/restrito.,,PASSED,21157,"The command 'sh -c 'dpkg -s docker.io uidmap rootlesskit >/dev/null 2>&1 && ! systemctl is-enabled docker.service docker.socket 2>/dev/null | grep -q enabled && ( ! getent group docker >/dev/null || [ -z ""$(getent group docker | cut -d: -f4)"" ] ) && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,d2f1af01-ab87-5c0e-9b78-b64817036a7e,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1302, Clipboard sync desabilitado com host",,Aplicar policy Citrix e registrar evidencia local.,Sincronizacao de clipboard com host deve estar desabilitada por Citrix policy.,,FAILED,21157,"The command 'sh -c 'test -f /etc/vdi-hardening/evidence/citrix-clipboard-sync-disabled && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,d53cd25f-98d8-5e19-a6e5-cfd08edd9178,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"107, sudo restrito a grupo",,Usar grupo vdi-admins e garantir que vdi-devs nao esteja em sudo/admin/docker.,Sudo deve estar restrito a grupos administrativos aprovados.,,PASSED,21157,"The command 'sh -c 'grep -REiq ""^[[:space:]]*%vdi-admins[[:space:]]+ALL="" /etc/sudoers /etc/sudoers.d 2>/dev/null || exit 1; for u in $(getent group vdi-devs 2>/dev/null | cut -d: -f4 | tr , "" ""); do id -nG ""$u"" 2>/dev/null | grep -Eq ""(^| )(sudo|admin|docker)( |$)"" && exit 1; done; echo PASS' || echo FAIL' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,da3fd9f1-a885-54bb-af70-5141df36f7af,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"306, Audit /var/lib/docker filesystem",,Adicionar regra auditd para /var/lib/docker quando Docker rootful existir.,Tamper em imagens/layers Docker deve ser detectavel.,,FAILED,21157,"The command 'sh -c 'if [ -d /var/lib/docker ]; then grep -RE -- ""-w[[:space:]]+/var/lib/docker|docker_fs"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL; else echo PASS; fi'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,dd8263e8-5110-5fa5-a09c-a40891a069d3,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"603, Source route desabilitado",,Configurar accept_source_route=0 em all/default.,Source route deve ser bloqueado.,,PASSED,21157,"The command 'sh -c 'sysctl -n net.ipv4.conf.all.accept_source_route net.ipv4.conf.default.accept_source_route 2>/dev/null | grep -qx 1 && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,dee25640-5b60-5899-8cfc-ce60bcfd3479,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1304, Audit Citrix session events",,Habilitar logs Citrix VDA/syslog e registrar evidencia local.,Eventos de sessao Citrix devem ser auditados.,,FAILED,21157,"The command 'sh -c '(systemctl list-unit-files 2>/dev/null | grep -Eiq ""ctx(vda|logd)"" && grep -REiq ""ctx|citrix"" /etc/rsyslog.d /etc/audit/rules.d 2>/dev/null) || test -f /etc/vdi-hardening/evidence/citrix-session-audit; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,df025303-502d-5f0b-ad06-d4bb5e713e25,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"206, ~/.netrc nao existir ou 600",,Remover .netrc ou aplicar chmod 600 e ownership correto.,.netrc deve estar ausente ou restrito.,,PASSED,21157,"The command 'sh -c 'find /home -maxdepth 2 -type f -name .netrc ! -perm 0600 -print -quit 2>/dev/null | grep -q . && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,ed7330d9-0c60-5c8c-af57-ad3481e09c33,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"1004, journald ativo",,Configurar Storage=persistent em journald.,journald deve estar ativo e persistente.,,PASSED,21157,"The command 'sh -c 'systemctl is-active systemd-journald >/dev/null 2>&1 && grep -REiq ""^[[:space:]]*Storage[[:space:]]*=[[:space:]]*persistent"" /etc/systemd/journald.conf /etc/systemd/journald.conf.d 2>/dev/null && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,f0a60efb-ec45-5e62-bd73-829f28c9dce5,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"506, ~/.local permissoes 700",,Executar vdi-fix-user-home-perms e corrigir permissoes.,~/.local deve ficar isolado por usuario.,,PASSED,21157,"The command 'sh -c 'find /home -mindepth 2 -maxdepth 2 -type d -name .local ! -perm 0700 -print -quit 2>/dev/null | grep -q . && echo FAIL || echo PASS'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,f0e22d66-a00b-5a2f-bf0e-8036564b6172,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"508, Disable swap ou encrypt swap",,Desabilitar swap ou usar swap criptografada.,Swap nao deve expor credenciais em disco.,,FAILED,21157,"The command 'sh -c 'if swapon --noheadings --show=NAME 2>/dev/null | grep -q .; then swapon --noheadings --show=NAME | while read s; do lsblk -no TYPE ""$s"" 2>/dev/null; done | grep -q crypt && echo PASS || echo FAIL; else echo PASS; fi'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,f1138d16-614f-579b-b3ef-0e48fee258b6,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"505, Home encryption com LUKS",,Usar LUKS para volume de home ou registrar evidencia aprovada em /etc/vdi-hardening/evidence/home-encryption.,Home deve estar em volume criptografado ou ter evidencia corporativa equivalente.,,FAILED,21157,"The command 'sh -c 'findmnt -n /home -o SOURCE 2>/dev/null | xargs -r lsblk -no TYPE 2>/dev/null | grep -q crypt || test -f /etc/vdi-hardening/evidence/home-encryption; [ $? -eq 0 ] && echo PASS || echo FAIL'' returned : 

FAIL",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,f3054e91-9eef-5df9-a4ba-e6488bd2535b,,2026-05-26T22:32:29.788Z,FAILED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"304, AppArmor profile para Docker",,Garantir AppArmor ativo e perfis Docker disponiveis.,Docker deve operar com AppArmor/enforcement de MAC.,,PASSED,21157,"The command 'sh -c 'aa-enabled >/dev/null 2>&1 && (test -f /etc/apparmor.d/docker || apparmor_status 2>/dev/null | grep -qi docker || ! systemctl is-enabled docker.service docker.socket 2>/dev/null | grep -q enabled) && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,fb5c6d05-1aa3-5e7c-a4a2-fa2deb219b69,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"101, Realmd + SSSD",,"Instalar realmd, sssd e pacotes auxiliares; configurar realm join conforme dominio corporativo.",Identidade centralizada via AD com realmd/SSSD.,,PASSED,21157,"The command 'sh -c 'for p in realmd sssd sssd-tools libnss-sss libpam-sss adcli; do dpkg -s ""$p"" >/dev/null 2>&1 || exit 1; done' && echo PASS || echo FAIL' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,fb633d5b-d221-53ba-ac04-87edbde38225,,2026-05-26T22:32:29.788Z,PASSED
ubuntu-desktop-2404-vdi-20260526,Ubuntu 24.04.2 LTS (Noble Numbat),,COMPLIANCE_AUDIT_UBUNTU2404_VDI_BASELINE_V1.0.0.audit,"204, Audit ~/.aws/credentials changes",,Gerar regras auditd por home para .aws/credentials ou diretorio .aws.,Alteracoes em credenciais AWS devem ser auditadas.,,PASSED,21157,"The command 'sh -c 'grep -RE -- ""-w[[:space:]]+/home/.*/\.aws([[:space:]]|/credentials).*-[p][[:space:]]*wa|aws_creds"" /etc/audit/rules.d 2>/dev/null | grep -q . && echo PASS || echo FAIL'' returned : 

PASS",Compliance checks for Unix systems,2026-05-26T17:25:02.869Z,fd078629-3403-54e3-b919-a7b0ee24d53e,,2026-05-26T22:32:29.788Z,PASSED
